Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled
D Kalyankrishna,Not Available,Not Available,New Addition,Death Over Finisher,"Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,"D Kalyankrishna is a Death Over Finisher. Strongest at Rajiv Gandhi International Stadium, Uppal.",Not Available,Not Available,37.5,37.5,10.44,17.0,2,50
SB Joshi,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. ,SB Joshi is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,37.5,0.0,8.95,11.14,1,55
RK Bhui,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,RK Bhui is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,37.0,0.0,0.0,0.0,0,0
VG Arora,Not Available,Not Available,Bowler,Death Over Finisher,"Eden Gardens, Kolkata > MA Chidambaram Stadium, Chepauk, Chennai > Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam > Brabourne Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. Historically, D Brevis completely owns this bowler. Emulate that aggressive footprint.","VG Arora is a Death Over Finisher. Strongest at Eden Gardens, Kolkata. Keep away from D Brevis who hits them at will.",Not Available,D Brevis,35.7,47.6,9.01,9.6,45,868
P Awana,Not Available,Not Available,Bowler,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali > Feroz Shah Kotla > Wankhede Stadium > Himachal Pradesh Cricket Association Stadium",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, DA Warner completely owns this bowler. Emulate that aggressive footprint.","P Awana is a Death Over Finisher. Strongest at Punjab Cricket Association Stadium, Mohali. Keep away from DA Warner who hits them at will.",Not Available,DA Warner,35.7,35.7,7.98,10.07,39,774
PP Ojha,Not Available,Not Available,Bowler,Death Over Finisher,"Wankhede Stadium > MA Chidambaram Stadium, Chepauk > Eden Gardens > Kingsmead",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KK Nair completely owns this bowler. Emulate that aggressive footprint.",PP Ojha is a Death Over Finisher. Strongest at Wankhede Stadium. Keep away from KK Nair who hits them at will.,Not Available,KK Nair,35.6,37.2,7.21,9.05,89,1945
TD Paine,Not Available,Not Available,New Addition,Top Order Aggressor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,TD Paine is a Top Order Aggressor. Strongest at most grounds.,Not Available,Not Available,34.5,0.0,0.0,0.0,0,0
DS Rathi,Not Available,Not Available,Bowler,Death Over Finisher,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Nithish Kumar Reddy completely owns this bowler. Emulate that aggressive footprint.","DS Rathi is a Death Over Finisher. Strongest at Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow. Keep away from Nithish Kumar Reddy who hits them at will.",Not Available,Nithish Kumar Reddy,33.3,33.3,8.37,10.44,17,469
P Parameswaran,Not Available,Not Available,Bowler,Death Over Finisher,Feroz Shah Kotla,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, S Dhawan completely owns this bowler. Emulate that aggressive footprint.",P Parameswaran is a Death Over Finisher. Strongest at Feroz Shah Kotla. Keep away from S Dhawan who hits them at will.,Not Available,S Dhawan,33.3,33.3,8.45,9.07,9,159
BE Hendricks,Not Available,Not Available,Bowler,Death Over Finisher,"Punjab Cricket Association Stadium, Mohali > Feroz Shah Kotla",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, LMP Simmons completely owns this bowler. Emulate that aggressive footprint.","BE Hendricks is a Death Over Finisher. Strongest at Punjab Cricket Association Stadium, Mohali. Keep away from LMP Simmons who hits them at will.",Not Available,LMP Simmons,33.3,33.3,8.98,8.36,9,157
Brijesh Sharma,Not Available,Not Available,Bowler,Death Over Finisher,"Barsapara Cricket Stadium, Guwahati",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,"Brijesh Sharma is a Death Over Finisher. Strongest at Barsapara Cricket Stadium, Guwahati.",Not Available,Not Available,33.3,33.3,8.68,9.62,7,148
Fazalhaq Farooqi,Not Available,Not Available,Bowler,Death Over Finisher,"Wankhede Stadium, Mumbai",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, Shubman Gill completely owns this bowler. Emulate that aggressive footprint.","Fazalhaq Farooqi is a Death Over Finisher. Strongest at Wankhede Stadium, Mumbai. Keep away from Shubman Gill who hits them at will.",Not Available,Shubman Gill,33.3,33.3,9.86,14.19,6,266
LE Plunkett,Not Available,Not Available,Bowler,Death Over Finisher,Arun Jaitley Stadium,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, KS Williamson completely owns this bowler. Emulate that aggressive footprint.",LE Plunkett is a Death Over Finisher. Strongest at Arun Jaitley Stadium. Keep away from KS Williamson who hits them at will.,Not Available,KS Williamson,33.3,33.3,8.77,8.45,4,154
DJ Muthuswami,Not Available,Not Available,New Addition,Death Over Finisher,Feroz Shah Kotla,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,DJ Muthuswami is a Death Over Finisher. Strongest at Feroz Shah Kotla.,Not Available,Not Available,33.3,33.3,7.21,1.0,4,84
DP Nannes,Not Available,Not Available,Bowler,Death Over Finisher,"SuperSport Park > New Wanderers Stadium > Punjab Cricket Association Stadium, Mohali > MA Chidambaram Stadium, Chepauk",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, BB McCullum completely owns this bowler. Emulate that aggressive footprint.",DP Nannes is a Death Over Finisher. Strongest at SuperSport Park. Keep away from BB McCullum who hits them at will.,Not Available,BB McCullum,30.8,22.2,6.84,8.37,28,689
Shoaib Akhtar,Not Available,Not Available,New Addition,Middle Order Anchor,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,Shoaib Akhtar is a Middle Order Anchor. Strongest at Eden Gardens.,Not Available,Not Available,25.0,0.0,7.04,0.0,5,46
MS Bhandage,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Target this bowler aggressively. High economy rate suggests frequent boundary deliveries. Look for gaps early. ,MS Bhandage is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,25.0,0.0,0.0,0.0,0,0
RS Gavaskar,Not Available,Not Available,New Addition,Middle Order Anchor,Neutral Venues,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,Play out his deliveries on merit and wait for loose balls. ,RS Gavaskar is a Middle Order Anchor. Strongest at most grounds.,Not Available,Not Available,25.0,0.0,8.0,8.0,0,6
KK Ahmed,Not Available,Not Available,Bowler,Death Over Finisher,"MA Chidambaram Stadium, Chepauk, Chennai > Rajiv Gandhi International Stadium > Brabourne Stadium, Mumbai > Arun Jaitley Stadium, Delhi",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, Priyansh Arya completely owns this bowler. Emulate that aggressive footprint.","KK Ahmed is a Death Over Finisher. Strongest at MA Chidambaram Stadium, Chepauk, Chennai. Keep away from Priyansh Arya who hits them at will.",Not Available,Priyansh Arya,22.2,22.2,8.53,10.08,91,1741
A Singh,Not Available,Not Available,Bowler,Death Over Finisher,"Sawai Mansingh Stadium > Kingsmead > SuperSport Park > Rajiv Gandhi International Stadium, Uppal",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Play out his deliveries on merit and wait for loose balls. Historically, SK Raina completely owns this bowler. Emulate that aggressive footprint.",A Singh is a Death Over Finisher. Strongest at Sawai Mansingh Stadium. Keep away from SK Raina who hits them at will.,Not Available,SK Raina,20.0,25.0,7.65,9.93,28,486
HF Gurney,Not Available,Not Available,Bowler,Death Over Finisher,Eden Gardens,Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, V Kohli completely owns this bowler. Emulate that aggressive footprint.",HF Gurney is a Death Over Finisher. Strongest at Eden Gardens. Keep away from V Kohli who hits them at will.,Not Available,V Kohli,20.0,20.0,8.45,11.79,7,169
Ashok Sharma,Not Available,Not Available,Bowler,Middle Order Anchor,"Narendra Modi Stadium, Ahmedabad",Unknown,Not Available,0,Execute standard death-over strategies: wide yorkers and back-of-a-length slower balls.,Vary pace and trajectory. Aim for the rough patches to induce a false shot.,"Prime target for the death overs. Attack him aggressively late in the innings as he loses his length under pressure. Historically, C Green completely owns this bowler. Emulate that aggressive footprint.","Ashok Sharma is a Middle Order Anchor. Strongest at Narendra Modi Stadium, Ahmedabad. Keep away from C Green who hits them at will.",Not Available,C Green,20.0,0.0,10.06,10.53,6,136
