Player_Name,Full_Name,Country,Role,Primary_Batting_Phase,Best_to_Worst_Venues,General_Fielding_Position,Loose_Fielding_Position,Total_Dropped_Catches,Clash_Pace_Tactic,Clash_Spin_Tactic,Batting_Against_Him_Tactic,Coach_Tape_Suggestion,Primary_Threat_Bowler,Primary_Nightmare_Batter,Overall_Bat_SR,Pressure_Bat_SR_Death,Overall_Bowl_Econ,Pressure_Bowl_Econ_Death,Wickets,Balls_Bowled,Team
Kyle Jamieson,Kyle Jamieson,New Zealand,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Kyle Jamieson's stock delivery. Wait for the loose ball or missed yorker at the death.,Kyle Jamieson is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,105.0,120.0,8.6,10.1,85,1400,Delhi Capitals
Angkrish Raghuvanshi,Angkrish Raghuvanshi,India,Batsman,Top Order Aggressor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Angkrish Raghuvanshi, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Angkrish Raghuvanshi to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Angkrish Raghuvanshi is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,145.8,160.8,0.0,0.0,0,0,Kolkata Knight Riders
Ramandeep Singh,Ramandeep Singh,India,All-Rounder,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Ramandeep Singh for room.,Keep the ball turning away from Ramandeep Singh's hitting arc.,Exploit Ramandeep Singh's lack of raw pace. Look for the straight drive or slog sweep.,Ramandeep Singh provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,162.5,177.5,8.9,10.4,15,320,Kolkata Knight Riders
Harshit Rana,Harshit Rana,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Harshit Rana's stock delivery. Wait for the loose ball or missed yorker at the death.,Harshit Rana is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,110.0,125.0,8.4,9.9,30,600,Kolkata Knight Riders
Vaibhav Arora,Vaibhav Arora,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Vaibhav Arora's stock delivery. Wait for the loose ball or missed yorker at the death.,Vaibhav Arora is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,85.0,100.0,8.8,10.3,25,450,Kolkata Knight Riders
Akash Deep,Akash Deep,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Akash Deep's stock delivery. Wait for the loose ball or missed yorker at the death.,Akash Deep is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,95.0,110.0,8.7,10.2,40,800,Kolkata Knight Riders
Arjun Tendulkar,Arjun Tendulkar,India,All-Rounder,Middle Order,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Arjun Tendulkar for room.,Keep the ball turning away from Arjun Tendulkar's hitting arc.,Exploit Arjun Tendulkar's lack of raw pace. Look for the straight drive or slog sweep.,Arjun Tendulkar provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,115.0,130.0,9.2,10.7,5,120,Lucknow Super Giants
Nehal Wadhera,Nehal Wadhera,India,Batsman,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Nehal Wadhera, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Nehal Wadhera to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Nehal Wadhera is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,148.3,163.3,0.0,0.0,0,0,Punjab Kings
Shashank Singh,Shashank Singh,India,Batsman,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,"Struggles to generate power on slow, wide off-cutters dug into the pitch.",Vulnerable to leg-spin turning away from his hitting arc.,Not a regular bowler.,Powerful striker. Keep the ball away from his body and utilize dipping slower balls.,Not Available,Not Available,158.4,173.4,0.0,0.0,0,0,Punjab Kings
Musheer Khan,Musheer Khan,India,All-Rounder,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Musheer Khan for room.,Keep the ball turning away from Musheer Khan's hitting arc.,Exploit Musheer Khan's lack of raw pace. Look for the straight drive or slog sweep.,Musheer Khan provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,125.0,140.0,7.5,9.0,12,250,Punjab Kings
Cooper Connolly,Cooper Connolly,Australia,All-Rounder,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Cooper Connolly for room.,Keep the ball turning away from Cooper Connolly's hitting arc.,Exploit Cooper Connolly's lack of raw pace. Look for the straight drive or slog sweep.,Cooper Connolly provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,145.0,160.0,8.1,9.6,10,200,Punjab Kings
Ben Dwarshuis,Ben Dwarshuis,Australia,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Ben Dwarshuis's stock delivery. Wait for the loose ball or missed yorker at the death.,Ben Dwarshuis is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,112.0,127.0,8.2,9.7,120,2100,Punjab Kings
Vyshak Vijaykumar,Vyshak Vijaykumar,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Vyshak Vijaykumar's stock delivery. Wait for the loose ball or missed yorker at the death.,Vyshak Vijaykumar is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,105.0,120.0,8.9,10.4,22,400,Punjab Kings
Donovan Ferreira,Donovan Ferreira,South Africa,Wicketkeeper,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Donovan Ferreira, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Donovan Ferreira to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Donovan Ferreira is a designated Wicketkeeper. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,156.2,171.2,0.0,0.0,0,0,Rajasthan Royals
Kwena Maphaka,Kwena Maphaka,South Africa,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Kwena Maphaka's stock delivery. Wait for the loose ball or missed yorker at the death.,Kwena Maphaka is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,80.0,95.0,8.8,10.3,15,300,Rajasthan Royals
Jacob Bethell,Jacob Bethell,England,All-Rounder,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Jacob Bethell for room.,Keep the ball turning away from Jacob Bethell's hitting arc.,Exploit Jacob Bethell's lack of raw pace. Look for the straight drive or slog sweep.,Jacob Bethell provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,138.0,153.0,7.8,9.3,18,350,Royal Challengers Bengaluru
Nuwan Thushara,Nuwan Thushara,Sri Lanka,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Nuwan Thushara's stock delivery. Wait for the loose ball or missed yorker at the death.,Nuwan Thushara is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,90.0,105.0,7.9,9.4,115,1900,Royal Challengers Bengaluru
Swapnil Singh,Swapnil Singh,India,All-Rounder,Middle Order,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Swapnil Singh for room.,Keep the ball turning away from Swapnil Singh's hitting arc.,Exploit Swapnil Singh's lack of raw pace. Look for the straight drive or slog sweep.,Swapnil Singh provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,128.0,143.0,8.0,9.5,45,900,Royal Challengers Bengaluru
Yash Dayal,Yash Dayal,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Yash Dayal's stock delivery. Wait for the loose ball or missed yorker at the death.,Yash Dayal is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,85.0,100.0,9.1,10.6,38,750,Royal Challengers Bengaluru
Nitish Kumar Reddy,Nitish Kumar Reddy,India,All-Rounder,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,Vulnerable to raw pace angling into his pads early in his innings.,Can be beaten in flight by high-quality wrist spin.,Medium pacer. Exploit his lack of raw pace with aggressive intent.,Promising all-rounder. Test his technique with sharp incoming deliveries before he gets set.,Not Available,Not Available,142.5,157.5,8.7,10.2,8,150,Sunrisers Hyderabad
Kamindu Mendis,Kamindu Mendis,Sri Lanka,All-Rounder,Middle Order Anchor,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Kamindu Mendis for room.,Keep the ball turning away from Kamindu Mendis's hitting arc.,Exploit Kamindu Mendis's lack of raw pace. Look for the straight drive or slog sweep.,Kamindu Mendis provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,134.0,149.0,7.6,9.1,30,600,Sunrisers Hyderabad
Brydon Carse,Brydon Carse,England,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Brydon Carse's stock delivery. Wait for the loose ball or missed yorker at the death.,Brydon Carse is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,115.0,130.0,8.4,9.9,95,1700,Sunrisers Hyderabad
Shivam Mavi,Shivam Mavi,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Shivam Mavi's stock delivery. Wait for the loose ball or missed yorker at the death.,Shivam Mavi is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,105.0,120.0,8.7,10.2,55,1100,Sunrisers Hyderabad
Dewald Brevis,Dewald Brevis,South Africa,Batsman,Top Order Aggressor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Dewald Brevis, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Dewald Brevis to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Dewald Brevis is a designated Batsman. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,152.0,167.0,0.0,0.0,0,0,Chennai Super Kings
Mukesh Choudhary,Mukesh Choudhary,India,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Mukesh Choudhary's stock delivery. Wait for the loose ball or missed yorker at the death.,Mukesh Choudhary is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,75.0,90.0,9.0,10.5,25,480,Chennai Super Kings
Jamie Overton,Jamie Overton,England,All-Rounder,Death Over Finisher,Neutral Venues,Cover / Boundary,Not Available,0,Bowl heavy bouncers at the body to cramp Jamie Overton for room.,Keep the ball turning away from Jamie Overton's hitting arc.,Exploit Jamie Overton's lack of raw pace. Look for the straight drive or slog sweep.,Jamie Overton provides critical balance. Attack their bowling to put them under pressure before they bat.,Not Available,Not Available,144.5,159.5,8.6,10.1,75,1500,Chennai Super Kings
Tom Banton,Tom Banton,England,Wicketkeeper,Top Order Aggressor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Tom Banton, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Tom Banton to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Tom Banton is a designated Wicketkeeper. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,148.0,163.0,0.0,0.0,0,0,Gujarat Titans
Ryan Rickelton,Ryan Rickelton,South Africa,Wicketkeeper,Top Order Aggressor,Neutral Venues,Cover / Boundary,Not Available,0,"Bowl hard lengths to Ryan Rickelton, pack the off-side field. Look for early nip-back.",Deploy spinners to restrict scoring zones. Force Ryan Rickelton to generate their own power.,Not a regular bowler. Focus purely on strike rotation if they bowl.,Ryan Rickelton is a designated Wicketkeeper. Deny them width and force them to hit straight down the ground.,Not Available,Not Available,141.5,156.5,0.0,0.0,0,0,Mumbai Indians
Allah Ghazanfar,Allah Ghazanfar,Afghanistan,Bowler,Lower Order,Neutral Venues,Cover / Boundary,Not Available,0,Target the stumps with raw pace. Look for quick dismissals.,Bowl flat and straight. Do not offer flight.,Respect Allah Ghazanfar's stock delivery. Wait for the loose ball or missed yorker at the death.,Allah Ghazanfar is a frontline Bowler. See off their best spells and attack the weaker backup bowlers.,Not Available,Not Available,90.0,105.0,7.1,8.6,15,300,Mumbai Indians
